"RCP","variables","char_freq"
"R9","Rytilong",7
"R9","Acacimpl",7
"R9","Adiahisp",7
"R9","Ficurubi",7
"R9","Gynojasm",7
"R9","Leuclanc",7
"R9","Noteveno",6
"R9","Galileio",6
"R9","Cupaanac",6
"R9","Eucapilu",6
"R9","Denhsilv",6
"R9","Eucaprop",6
"R9","Echicaes",6
"R9","Rumebrow",6
"R9","Acacmear",6
"R9","Plecgrav",6
"R9","Myrsvari",6
"R9","Corymacu",6
"R9","Elaereti",6
"R9","Eucacype",6
"R9","Poa.meio",6
"R9","Casucunc",5
"R9","Beyelasi",5
"R9","Cypegrac",5
"R9","Allolitt",5
"R9","Crassieb",5
"R9","Marsrost",5
"R9","Oleavisc",5
"R9","Eucapani",5
"R9","Cymbrefr",5
"R9","Alphexce",5
"R9","Acacflor",5
"R9","Eucaampl",5
"R9","Lophconf",5
"R9","Tremtoma",5
"R9","Solaprin",5
"R9","Veropleb",5
"R9","Leucjuni",5
"R9","Diostran",5
"R9","Eucaacme",5
"R9","Verncine",5
"R9","Centasia",5
"R9","Ottograc",5
"R9","Casuglau",5
"R9","Pittrevo",5
"R9","Melalina",5
"R9","Eucacarn",4
"R9","Phylgunn",4
"R9","Eucaeuge",4
"R9","Eucasali",4
"R9","Coryinte",4
"R9","Monoelli",4
"R9","Casstrin",4
"R9","Melaquin",4
"R9","Angosubv",4
"R9","Gahnaspe",4
"R9","Arthmill",4
"R9","Diosaust",4
"R9","Gymnance",4
"R9","Kennrubi",4
"R9","Einahast",4
"R9","Rytirace",4
"R9","Apharesi",4
"R9","Desmrhyt",4
"R9","Hibbobtu",4
"R9","Acaclonf",4
"R9","Acacparr",4
"R9","Troclaur",4
"R9","Synoglag",4
"R9","Liviaust",4
"R9","Alyxrusc",4
"R9","Oxalchno",4
"R9","Eucarobu",4
"R9","Bleccart",4
"R9","Eucamuel",3
"R9","Eucapunc",3
"R9","Lepiurop",3
"R9","Leptpoly",3
"R9","Wahlstri",3
"R9","Alecsubc",3
"R9","Meliazed",3
"R9","Sannplur",3
"R9","Stensali",3
"R9","Melaarma",3
"R9","Brueaust",3
"R9","Careinve",3
"R9","Sorgleio",3
"R9","Juncusit",3
"R9","Platbifu",3
"R9","Solahapa",3
"R9","Ajugaust",3
"R9","Stelpung",3
"R9","Eucagloo",3
"R9","Exoccupr",3
"R9","Pomaumbe",3
"R9","Ziersmit",3
"R9","Acacmela",3
"R9","Eucasidp",3
"R9","Pellpara",3
"R9","Lagnstip",3
"R9","Seneline",3
"R9","Acacmaid",3
"R9","Hydrsibt",3
"R9","Guiosemg",3
"R9","Clertome",3
"R9","Gerahome",3
"R9","Hibbaspe",3
"R9","Eucabotr",3
"R9","Polysamb",3
"R9","Casslong",2
"R9","Lomafili",2
"R9","Dicemicr",2
"R9","Hydrgera",2
"R9","Lomamulm",2
"R9","Stypglau",2
"R9","Leptlaev",2
"R9","Hybastel",2
"R9","Panisimi",2
"R9","Acacfili",2
"R9","Euchjapo",2
"R9","Senemini",2
"R9","Denhbilo",2
"R9","Bracpopu",2
"R9","Pomaaspe",2
"R9","Operhisp",2
"R9","Ozotdios",2
"R9","Claoaust",2
"R9","Eucaumbr",2
"R9","Galibini",2
"R9","Arisvaga",2
"R9","Dodotriq",2
"R9","Gahnmela",2
"R9","Lomaconf",2
"R9","Hydracut",2
"R9","Pasidist",2
"R9","Maclcoch",2
"R9","Strebrun",2
"R9","Gonoteuc",2
"R9","Nyssdiff",2
"R9","Dianlong",2
"R9","Eucadean",2
"R9","Pittmult",2
"R9","Schomela",2
"R9","Ficinodo",2
"R9","Sporcreb",2
"R9","Acmesmit",2
"R9","Acacelat",2
"R9","Astrlati",2
"R9","Austlati",2
"R9","Ruburosi",2
"R9","Careappr",2
"R9","Lomahyst",2
"R9","Psycloni",2
"R9","Trislaur",2
"R9","Hypomuel",2
"R9","Operaspe",2
"R9","Lophsuav",2
"R9","Acacfali",2
"R9","Macrcomm",2
"R9","Eucasmit",2
"R9","Scheundu",2
"R9","Goodovat",2
"R9","Desmbrac",1
"R9","Melaeric",1
"R9","Hibbempm",1
"R9","Phylhirt",1
"R9","Celaaust",1
"R9","Acaccogn",1
"R9","Digiparv",1
"R9","Austrudi",1
"R9","Solapung",1
"R9","Cynoaust",1
"R9","Melastyp",1
"R9","Poramicr",1
"R9","Proslasi",1
"R9","Cypeener",1
"R9","Hibiheth",1
"R9","Persmedi",1
"R9","Platform",1
"R9","Coroelat",1
"R9","Tripcunn",1
"R9","Acacmabe",1
"R9","Wahlgrai",1
"R9","Corygumm",1
"R9","Hydrtrip",1
"R9","Acacbina",1
"R9","Daviulic",1
"R9","Goodhede",1
"R9","Hibbdiff",1
"R9","Hypegram",1
"R9","Kunzambi",1
"R9","Smilglyc",1
"R9","Adiaform",1
"R9","Eupolaur",1
"R9","Rhodrube",1
"R9","Carebrev",1
"R9","Crotverr",1
"R9","Eucabitu",1
"R9","Plandebi",1
"R9","Tabepand",1
"R9","Violbank",1
"R9","Blecnudu",1
"R9","Poa.affi",1
"R9","Myrshowi",1
"R9","rubmoluc",1
"R9","Austramo",1
"R9","Galilept",1
"R9","Senehisp",1
"R9","Solabrow",1
"R9","Arisramo",1
"R9","Acacobti",1
"R9","Corrrefl",1
"R9","Senepren",1
"R9","Eucapipe",1
"R9","Eucamaid",1
"R9","Eucasieb",1
"R9","Blecindi",1
"R9","Callsali",1
"R9","Eucacamn",1
"R9","Cynodact",1
"R9","Dendspec",1
"R9","Platlanc",1
"R9","Dianrevo",1
"R9","Eucalaev",1
"R9","Hedyangu",1
"R9","Seneamyg",1
"R9","Poaensif",1
"R9","Gonotetr",1
"R9","Cyataust",1
"R9","Verocaly",1
"R9","Tetrjune",1
"R9","Exocstri",1
"R9","Clemopac",1
"R9","Persstra",1
"R9","Eucabosi",1
"R9","Eucalong",1
"R9","OZOTARGO",1
"R9","Solastel",1
"R9","Panieffu",1
"R9","Polycaly",1
"R9","Eucaelat",1
"R9","Coprquad",1
